document,paragraph_index,original_text,semplit_umt5_text,semplit_umt5_n_tokens,semplit_umt5_n_tokens_all,semplit_umt5_n_chars,semplit_umt5_n_chars_all,semplit_umt5_n_syllables,semplit_umt5_n_words,semplit_umt5_n_unique_lemmas,semplit_umt5_n_sentences,semplit_umt5_n_other,semplit_umt5_n_nouns,semplit_umt5_n_verbs,semplit_umt5_n_number,semplit_umt5_n_symbols,semplit_umt5_n_adverbs,semplit_umt5_n_articles,semplit_umt5_n_pronouns,semplit_umt5_n_particles,semplit_umt5_n_adjectives,semplit_umt5_n_prepositions,semplit_umt5_n_proper_nouns,semplit_umt5_n_punctuations,semplit_umt5_n_interjections,semplit_umt5_n_coordinating_conjunctions,semplit_umt5_n_subordinating_conjunctions,semplit_umt5_n_active_verbs,semplit_umt5_n_passive_verbs,semplit_umt5_ttr,semplit_umt5_gulpease,semplit_umt5_flesch_vacca,semplit_umt5_lexical_density,semplit_umt5_n_vdb,semplit_umt5_n_vdb_fo,semplit_umt5_n_vdb_au,semplit_umt5_n_vdb_ad,semplit_umt5_semantic_similarity,semplit_umt5_editdistance,semplit_umt5_n_added_tokens,semplit_umt5_n_deleted_tokens,semplit_umt5_n_added_vdb_tokens,semplit_umt5_n_deleted_vdb_tokens
396505aaf67c46b9ec1a6818d8fb9af6,10,L'utente ha pertanto l'opportunità di interagire con l'Azienda fornendo indicazioni sulla qualità del servizio e suggerimenti per migliorarlo e renderlo completo.,L'utente ha la possibilità di confrontarsi con l'Azienda di fornire consigli su come funziona e su come renderlo completo.,21,22,103,104,42,18,16,1,0,4,5,0,0,0,3,0,0,1,5,0,1,0,1,2,5,0,85.71428571428571,54.23809523809524,55.0,0.47619047619047616,18,18,0,3,70.33377885818481,79,10,12,9,9
396505aaf67c46b9ec1a6818d8fb9af6,11,I servizi di igiene urbana sono stati affidati dal Comune di Viterbo all'ATI (Associazione Temporanea d'Imprese) composta da GE.SE.NU. S.p.A (Mandataria) e COSP TECNO SERVICE Soc. Cooperativa (Mandante) con Contratto Rep. N. 25038/13 del 24/07/2020 -CIG: 7832030B9B e successivo Atto di Sottomissione di cui alla Determinazione di impegno di spesa n. 5381 del 11/12/2020.,"I servizi di pulizia urbana sono stati affidati dal Comune di Viterbo all'ATI (Associazione Temporanea d'Imprese). Queste istituzioni sono composte da GE.SE.NU. S.p.A, COSP TECNO SERVICE Soc. Cooperativa (Mandanate) e SPC TECNO SERVICE Soc. Cooperativa. Questo è stato fatto con CASR. N. 25038/13 del 24/07/2020 -CIG: 7832030B9B e successivo Atto di sotmissione, come previsto dalla Determinazione di spesa n. 5381 del 11 dicembre 2020.",67,82,358,373,145,57,51,9,0,17,9,4,0,0,2,1,0,3,13,15,15,0,2,1,1,8,85.07462686567165,75.86567164179104,57.88391376451078,0.43283582089552236,34,31,3,8,89.11980390548706,116,18,11,11,4
396505aaf67c46b9ec1a6818d8fb9af6,12,"GESENU GE.SE.NU. S.p.A. è una società per azioni a capitale misto pubblico-privato, fondata nel 1980 tra il Comune di Perugia ed una compagine societaria privata, per iniziare un percorso di proficua collaborazione nella pianificazione e nell'erogazione di servizi di igiene ambientale, rispondendo in tal modo ad una domanda di primaria importanza per l'intera collettività, con soluzioni ed interventi di tutela della salute degli individui, del decoro e dell'immagine della città e delle aree periferiche.","GEENU G.SE.NU. S.p.A. è una società che gestisce servizi di pulizia delle case a Roma, fondata nel 1980 tra il Comune di Perugia e una compagine privata. Per iniziare un percorso per unirsi nella pianificazione e nei servizi di pulizia delle strade, aiutando l'intera comunità a soddisfare gli standard di salute delle persone, del decoro e dell'immagine della città e delle aree periferiche.",66,73,323,330,136,53,44,4,0,20,7,1,0,0,6,1,0,3,19,5,7,0,4,0,7,0,80.3030303030303,58.24242424242424,55.56060606060606,0.45454545454545453,44,41,3,10,71.49901390075684,187,18,31,13,23
396505aaf67c46b9ec1a6818d8fb9af6,13,"Cosp Tecno Service Soc. Cooperativa che opera nel mercato nazionale dei servizi integrati, pulizie, sanificazioni e nel settore ecologia-ambiente. La cooperativa, fondata nel 1973, ha la propria sede legale a Terni e può contare su una forza lavoro di circa 1.300 unità ed un fatturato di 52.000.000 Euro.","Cosp Tecno Service Soc. Cooperativa è un'organizzazione che opera nel settore nazionale dei servizi, pulizie, sanificazioni e ecologia-ambiente. La cooperativa è fondata nel 1973 e può ricevere circa 1.300 persone e un fatturato di circa 52.000.000 euro.",39,45,212,218,90,34,32,4,0,13,6,3,0,2,3,1,0,2,4,2,6,0,3,0,4,2,87.17948717948718,65.41025641025641,46.25,0.5897435897435898,25,23,2,4,90.82853198051453,105,7,17,7,14
396505aaf67c46b9ec1a6818d8fb9af6,14,"Cosp Tecno Service è presente in nove Regioni (Umbria, Lazio, Marche, Abruzzo, Liguria, Toscana, Emilia Romagna, Basilicata e Molise) ed eroga i propri servizi conformemente agli standard internazionali più importanti, come ISO 9001, ISO 14001, ISO 45001, SA8000 e Regolamento EMAS.","Cosp Tecno Service è in nove regioni in Campania, Lazio, Marche, Abruzzo, Abruzzo, Toscana, Emilia Romagna, Basilicata e Molise. Si occupa di fornire i suoi servizi secondo le regole internazionali più importanti come ISO 9001, ISO 14001, ISO 45001, ISO 45001, SA8000 e Regolamento EMAS.",45,58,230,243,92,38,37,2,0,5,3,5,0,1,3,1,0,2,5,18,13,0,2,0,3,0,84.44444444444444,51.22222222222222,50.611111111111114,0.24444444444444444,22,21,1,3,94.47659850120544,66,10,10,9,5
396505aaf67c46b9ec1a6818d8fb9af6,15,I servizi e le attività sono gestiti secondo le migliori tecnologie e modalità operative e comunque nel rispetto delle regole e dei principi generali previsti dalla vigente legislazione. In nessun caso il perseguimento di interessi societari possono giustificare comportamenti non onesti.,"I servizi e le attività vengono gestiti seguendo le migliori tecnologie e modi di operare e rispettando le regole e i principi generali. Non possiamo giustificare comportamenti non scritti, oppure senza fare errori non comuni.",35,38,189,192,83,29,26,2,0,8,8,0,0,3,5,0,0,4,2,0,3,0,5,0,6,2,82.85714285714286,52.142857142857146,34.35714285714283,0.6571428571428571,34,32,2,5,80.1956057548523,117,14,22,13,14
396505aaf67c46b9ec1a6818d8fb9af6,16,"Il soggetto gestore si impegna a gestire i propri servizi nel rispetto dei principi di uguaglianza dei diritti degli utenti e senza discriminazione di sesso, razza o religione; garantisce inoltre la parità di trattamento degli utenti stessi, a parità di condizioni del servizio prestato nell'ambito di aree e categorie omogenee di fornitura.","Il gestore si impegna a gestire i suoi servizi in modo uguale e senza discriminazioni di sesso, razza e religione. Garantiamo che tutti possano ricevere un trattamento regolare per tutti, e che tutti possano ricevere servizi diversi.",37,41,193,197,84,29,28,2,0,9,7,0,0,0,4,4,0,3,5,0,4,0,3,2,7,0,78.37837837837837,53.054054054054056,39.93243243243242,0.5135135135135135,35,32,3,5,74.29166436195374,161,19,31,17,20
396505aaf67c46b9ec1a6818d8fb9af6,17,"Il soggetto gestore ispira i propri comportamenti nei confronti dei cittadini ai principi di obiettività, giustizia ed imparzialità.","Il gruppo che si impegna a dare istruzioni sia in modo obiettivo, comprensibile e imparziale.",15,17,77,79,31,15,15,1,0,3,2,0,0,0,1,2,0,3,2,0,2,0,2,0,2,0,100.0,57.66666666666667,56.66666666666666,0.5333333333333333,14,13,1,2,64.19695615768433,72,14,17,13,12
396505aaf67c46b9ec1a6818d8fb9af6,18,"Il soggetto gestore si impegna a garantire un servizio continuo e regolare e ridurre la durata di eventuali disservizi. L'eventuale sospensione o riduzione dei servizi sarà imputabile solo a condizioni indipendenti dalla volontà aziendale (impedimenti di terzi, eventi naturali, scioperi). In tal caso il soggetto gestore si impegna ad adottare tutte le misure ed i provvedimenti necessari per ridurre al minimo i tempi di disservizi e si impegna ad attivare servizi sostitutivi di emergenza al fine di arrecare all'utente il minor disagio possibile.","Il responsabile si impegna a fornire un servizio regolare e regolare. Se i servizi non saranno stati sospesi, saranno esclusi dalla volontà aziendale, come problemi da terzi, eventi naturali o scioperi. In questo caso, il responsabile si impegna a adottare tutte le misure e le misure necessarie per ridurre al minimo i disagi e impegna a attivare servizi sostitutivi di emergenza, per evitare che l'utente abbia meno disagi economici.",70,78,359,367,158,54,48,3,0,16,14,0,0,2,10,2,0,9,11,0,8,0,4,2,9,5,77.14285714285715,50.57142857142857,35.95238095238095,0.5857142857142857,67,58,9,8,73.97591471672058,199,23,35,23,28
396505aaf67c46b9ec1a6818d8fb9af6,19,"Trattandosi di servizi essenziali ai sensi della Legge 146/90, in caso di astensione dal lavoro da parte del proprio personale per scioperi, il soggetto gestore garantisce comunque i servizi minimi previsti dall'accordo con le Organizzazioni Sindacali.","Nel contratto con le Organizzazioni Sindacali, chi ha bisogno di servizi essenziali e garantisce sempre i servizi minimi richiesti dalla Legge 146/90.",22,24,127,129,51,21,20,1,0,6,3,1,0,1,2,1,0,2,4,1,2,0,1,0,3,0,95.45454545454545,44.90909090909091,33.318181818181785,0.5454545454545454,16,15,1,2,81.15739822387695,150,9,23,7,16
396505aaf67c46b9ec1a6818d8fb9af6,20,"L'utente, singolarmente o attraverso Associazioni dei Consumatori espressamente delegate, ha il diritto di richiedere al soggetto gestore, ai sensi della Legge 241/90, le informazioni e i chiarimenti che lo riguardano, a presentare reclami e istanze, a produrre memorie e documenti. L'utente ha inoltre il diritto di partecipare attivamente alla vita aziendale presentando osservazioni e suggerimenti per il miglioramento del servizio.",L'utente ha il diritto di chiedere al gestore informazioni o spiegazioni per fare reclami o dare documenti. Ha anche il diritto di partecipare a una vita aziendale presentando suggerimenti utili per migliorare il servizio.,35,37,187,189,79,29,27,2,0,10,8,0,0,1,5,0,0,3,6,0,2,0,2,0,8,0,82.85714285714286,52.714285714285715,41.78571428571428,0.6285714285714286,34,30,3,6,76.18406414985657,207,9,34,9,23
396505aaf67c46b9ec1a6818d8fb9af6,21,"Per gli aspetti di relazione con l'utente, il soggetto gestore si impegna a garantire l'identificabilità del proprio personale che, a tal scopo, è munito di tesserino di riconoscimento ben visibile da tutti. Nelle comunicazioni telefoniche, il personale aziendale è tenuto a fornire le proprie generalità: nome, cognome e nominativo del responsabile dell'area di contatto.","Per le relazioni con l'utente, il responsabile si impegna a essere riconosciuto e identificare il suo personale, anche se è con tesserino per confermare in maniera riconoscibile. Nei fax, il personale aziendale deve fornire i sue principali informazioni: nome, cognome e nominativo del responsabile dell'area di contatto.",49,56,268,275,114,43,36,3,0,15,8,0,0,1,8,1,0,3,10,0,7,0,2,1,6,2,87.75510204081633,52.673469387755105,38.4421768707483,0.5510204081632653,43,40,3,4,80.58362007141113,139,19,23,17,19
396505aaf67c46b9ec1a6818d8fb9af6,22,"Gli utenti, le Associazioni che li rappresentano il Comune di Viterbo hanno il diritto di conoscere i dati quantitativi e statistici riguardanti le attività di servizio.","La gente che lavora a Viterbo ha il diritto di conoscere i dati quanti soldi e come sono gestiti nel Comune di Viterbo da tutte le associazioni del Comune di Viterbo, che rappresentano il Comune di Viterbo.",37,39,168,170,75,27,25,1,0,5,6,0,0,0,7,2,0,0,8,7,2,0,1,1,4,2,72.97297297297297,51.7027027027027,37.24324324324323,0.2972972972972973,30,30,0,6,51.57080292701721,126,15,10,13,9
396505aaf67c46b9ec1a6818d8fb9af6,23,"il Comune di Viterbo ha il diritto, nel perseguimento dell'interesse pubblico, di monitorare e controllare l'andamento dei servizi pubblici affidati al soggetto gestore anche attraverso la conoscenza dei dati quantitativi di produzione.",Il Comune di Viterbo ha il diritto di controllare e controllare i servizi pubblici che gestisce direttamente e ad accedere a dati per vedere le quantità di produzione.,28,29,139,140,61,24,20,1,0,6,6,0,0,1,4,1,0,1,6,1,1,0,2,0,6,0,85.71428571428571,50.07142857142857,36.39285714285717,0.5,27,26,1,7,75.85183382034302,102,12,19,12,12
396505aaf67c46b9ec1a6818d8fb9af6,24,"A tale scopo, il soggetto gestore si impegna a garantire la più completa trasparenza in ordine a tali dati assicurandone la periodica e tempestiva trasmissione al Comune di Viterbo con la cadenza prevista dal contratto di servizio.",L'ente responsabile si impegna a mantenere in modo trasparente i dati e a comunicare regolarmente per conto del Comune di Viterbo senza dover fare meno errori.,27,28,133,134,61,26,25,1,0,6,5,0,0,2,2,1,0,2,7,1,1,0,1,0,5,0,96.29629629629629,50.851851851851855,32.14814814814815,0.5555555555555556,25,23,2,4,47.97859489917755,118,17,26,16,21
396505aaf67c46b9ec1a6818d8fb9af6,25,Il soggetto gestore persegue l'obiettivo del continuo e progressivo miglioramento dei servizi adottando soluzioni tecnologiche e organizzative adeguate per il continuo incremento dell'efficienza e dell'efficacia delle prestazioni erogate a tutela del cittadino e della qualità ambientale.,Il responsabile di migliorare i servizi usando tecnologie e organizzative adeguate per rendere più efficienti ed efficienti le prestazioni fornite per proteggere i cittadini e la qualità ambientale.,28,29,170,171,72,24,20,1,0,7,5,0,0,1,5,0,0,4,3,0,1,0,3,0,5,0,85.71428571428571,39.0,10.857142857142833,0.6071428571428571,27,23,4,4,66.60184264183044,123,17,27,17,18
396505aaf67c46b9ec1a6818d8fb9af6,26,"Nell'attuazione dei propri compiti il soggetto gestore si impegna a salvaguardare con le proprie scelte l'ambiente e la salute umana. Inoltre assume il principio della tutela delle risorse primarie per attuare strategie ambientali volte a valorizzare e risparmiare le stesse, sia in termini economici che strutturali. L'efficienza dei mezzi e degli impianti quotidianamente usati, nonché il costante controllo delle emissioni e dispersioni sul suolo, nell'aria e nell'acqua sono azioni che il soggetto gestore assume come regola inderogabile nel proprio agire.","Nel svolgere i propri compiti, il responsabile si impegna a proteggere l'ambiente e la salute umana, rendendo l'ambiente più efficiente e trasparente. Inoltre, si impegna a proteggere queste risorse anche in termini economici e strutturali. È importante controllare regolarmente i mezzi e gli impianti utilizzati, nonché controllare e controllare le emissioni e la dispersione sul terreno, nell'aria e nella acqua. Queste azioni sono anche scelte che il gestore deve considerare come responsabile in futuro.",77,86,425,434,175,57,48,4,0,18,15,0,0,5,13,2,0,6,9,0,9,0,8,1,13,2,74.02597402597402,49.38961038961039,39.02272727272725,0.5714285714285714,71,64,8,9,77.81586050987244,265,30,40,27,27
396505aaf67c46b9ec1a6818d8fb9af6,27,"Il gestore si impegna a garantire agli utenti un rapporto basato sulla cortesia, educazione e rispetto, a rispondere ai loro bisogni e ad agevolarli nell'esercizio dei diritti e dell'adempimento degli obblighi.","Il responsabile si impegna a creare un rapporto basato sulla cortesia, sull'educazione e sull'educazione, per dare aiuti e aiutare le persone a vivere in modo rispettoso.",28,31,142,145,60,24,22,1,0,8,5,0,0,0,3,1,0,2,7,0,3,0,2,0,5,0,85.71428571428571,49.0,38.71428571428572,0.5357142857142857,23,22,1,4,75.25914311408997,99,14,19,11,11
396505aaf67c46b9ec1a6818d8fb9af6,28,Al momento delle richieste delle singole prestazioni il personale dovrà provvedere a fornire al cliente le informazioni concernenti i diritti riconosciuti dalla Carta dei Servizi nonché i tempi massimi di esecuzione delle prestazioni.,"Al momento della richiesta dei servizi, il personale deve fornire al cliente le informazioni sui diritti riconosciuti dalla Carta dei Servizi e i tempi massimi in cui si svolge le prestazioni.",31,33,160,162,66,29,24,1,0,11,4,0,0,0,4,2,0,1,8,0,2,0,1,0,4,0,93.54838709677419,47.064516129032256,36.61290322580646,0.5161290322580645,24,23,1,1,88.07141780853271,60,10,12,8,8
396505aaf67c46b9ec1a6818d8fb9af6,29,Il gestore si impegna nel prestare la massima attenzione alla semplificazione del linguaggio utilizzato nei rapporti con l'utente.,Le persone che lavorano insieme per aiutare le persone a capire meglio come vengono seguiti sui rapporti con gli utenti.,20,21,100,101,42,19,17,1,0,4,5,0,0,2,3,1,0,0,4,0,1,0,0,1,3,2,95.0,54.0,49.49999999999997,0.55,19,19,0,1,55.823302268981934,71,18,17,17,12
396505aaf67c46b9ec1a6818d8fb9af6,30,"Il gestore si impegna di proporre all'utente procedure semplici, facilità di accesso alla documentazione. Il gestore si impegna a predisporre formulari e moduli esemplificativi che agevolino l'utente nell'inoltro delle pratiche più comuni, attivare linee di comunicazione ed assistenza telefonica, anche con risposta automatica, nonché il sito internet quantomeno come modalità di informazione, e preferibilmente come mezzo alternativo per l'inoltro delle pratiche.","Il gestore si impegna a fare delle pratiche semplici e facili da scaricare e ottenere documenti. Il gestore vuole creare moduli e moduli specifici che assicureranno gli utenti nell'invio delle pratiche più comuni, usare linee di comunicazione e assistenza telefonica, attivare linee guida telefonice, rispondere automaticamente e il sito internet. Devono anche essere utili per completare le pratiche.",59,65,338,344,149,48,45,3,0,17,13,0,0,3,6,2,0,7,6,0,6,0,5,0,13,0,81.35593220338984,46.96610169491525,22.180790960451976,0.6779661016949152,55,47,8,8,78.12169194221497,189,23,30,21,21
396505aaf67c46b9ec1a6818d8fb9af6,31,"Nell'ambito degli obiettivi concordati con il Comune di Viterbo, il soggetto gestore considera determinanti per la qualità dei servizi di igiene ambientale i seguenti fattori:
- continuità e regolarità di erogazione delle prestazioni su tutto il territorio servito;
- tutela dell'Ambiente;
- completezza ed accessibilità all'informazione da parte dell'Utente;
- formazione del personale;
- rapidità di intervento in caso di disservizio","Per essere in linea con il Comune di Viterbo, la persona responsabile della gestione considera importanti per la qualità dei servizi di igiene ambientale:<unk>- Garantire un servizio adeguato a tutti il territorio;<unk>- proteggere l'ambiente;<unk>- garantire un buon servizio;<unk>- garantire un buon servizio per gli utenti;<unk>- fornire informazioni complete e complete sull'acqua;<unk>- formazione del personale;<unk>- garantire che un intervento continui se ci sono problemi su cui si verifica.",69,71,432,434,171,57,49,1,0,16,14,0,0,0,11,3,0,8,13,1,2,0,1,2,14,0,82.6086956521739,30.73913043478261,-24.086956521739125,0.5507246376811594,56,54,1,6,69.65563893318176,260,47,36,37,22
396505aaf67c46b9ec1a6818d8fb9af6,32,"Sulla base di tali fattori vengono individuati standard di qualità che costituiscono gli strumenti di verifica sia dell'efficacia e dell'efficienza del servizio, sia della soddisfazione dell'utente. Gli indici di qualità vengono monitorati a cadenza fissa al fine di adottare tempestivamente azioni di miglioramento e opportune innovazioni tecniche e gestionali.","Dopo aver analizzato questi fattori, ci sono regole specifiche per assicurarsi che il servizio sia efficace ed efficiente, sia se l'utente lo soddisfa. Questi valori vengono controllati ogni giorno per mettere in atto azioni specifiche per migliorare e migliorare le idee di gestione.",44,48,238,242,96,39,35,2,0,9,11,0,0,0,6,2,0,5,5,0,4,0,3,3,9,2,88.63636363636364,48.54545454545455,42.18181818181819,0.5681818181818182,43,41,3,4,57.545965909957886,206,34,34,33,23
396505aaf67c46b9ec1a6818d8fb9af6,33,"Gli standard di qualità individuati si dividono in:
- standard generali;
- standard specifici",Sono organizzati tre tipi di standard relativi a qualità;<unk>- standard generali;<unk>- standard specifici.,13,14,95,96,37,11,11,1,1,4,2,1,0,0,1,0,0,2,2,0,1,0,0,0,0,2,84.61538461538461,39.0,8.0,0.6153846153846154,11,8,3,2,63.68781328201294,49,8,7,6,7
396505aaf67c46b9ec1a6818d8fb9af6,34,Sono gli standard che misurano la qualità del rapporto con l'utenza ed i livelli di prestazione nelle attività comuni a tutti i servizi del soggetto gestore.,Sono regole che misurano la qualità del rapporto tra chi si sentono da sé e i livelli di prestazioni nei clienti della persona responsabile gestita.,25,26,123,124,52,25,23,1,0,7,3,0,0,0,2,4,0,2,6,0,1,0,1,0,3,0,100.0,51.8,45.79999999999998,0.48,20,18,2,2,73.39264154434204,67,15,15,11,14
396505aaf67c46b9ec1a6818d8fb9af6,35,"Per facilitare i rapporti tra cittadino e soggetto gestore, sono attivi i seguenti strumenti a valenza del Comune di Viterbo, quali: 
- Portale internet della Viterbo Ambiente, quale canale informativo di gruppo per le attività svolte nel Comune di Viterbo.
- Istituzione di un ufficio per le relazioni con il pubblico sito in Strada Poggino, 63 (Zona Poggino) - Viterbo, aperto dal giorno lunedì al giorno venerdì dalle ore 09:00 alle ore 13:00.
- Numero Verde e casella di post","Per migliorare i rapporti tra cittadini e gestore, vengono attivati strumenti come:<unk>- Portale internet della Viterbo Ambiente, che sarà l'indirizzo informativo collegato al Comune di Viterbo.<unk>- Creare un ufficio per comunicare con il pubblico sito in Strada Poggino, 63 (Zona Poggino - Viterbo) - Viterbo, aperto dal lunedì al venerdì dalle 9:00 alle 13:00.<unk>- Creare un ufficio per gestire le relazioni con il pubblico sito in Strada Poggino, 63 (Zona Poggino - Viterbo), aperto dal lunedì al venerdì dalle 09:00 alle 13:00.<unk>- Numero Verde e casella di post.",86,100,473,487,195,57,51,1,0,20,11,6,0,0,7,0,0,3,20,16,14,0,2,1,9,2,66.27906976744185,37.48837209302326,-27.383720930232585,0.3953488372093023,52,48,4,4,88.35638761520386,241,18,22,11,17
396505aaf67c46b9ec1a6818d8fb9af6,36,"Gli utenti possono presentare richieste di informazione e reclami inerenti al servizio sia in forma scritta che verbale, presso gli uffici o gli indirizzi di cui sopra.",Gli utenti possono fare reclami su richiesta scritta o verbale presso gli uffici o gli indirizzi indicate.,17,18,89,90,37,15,14,1,0,5,2,0,0,0,3,0,0,3,2,0,1,0,2,0,2,0,88.23529411764706,54.294117647058826,47.529411764705884,0.5882352941176471,16,14,1,3,85.10487079620361,65,4,15,3,13
396505aaf67c46b9ec1a6818d8fb9af6,37,"Alle richieste di informazioni effettuate di persona o per telefono viene data immediata risposta, salvo casi particolari che richiedono verifiche o ricerche di documenti.","Al momento di rispondere a richiesta di informazioni di persona o per telefono, non sarà più disponibile, tranne in casi particolari che richiedono verifiche o ricerche.",26,29,141,144,61,23,23,1,0,8,3,0,0,2,0,1,0,2,8,0,3,0,2,0,3,0,88.46153846153845,46.30769230769231,27.5,0.5769230769230769,25,24,1,6,87.8905177116394,66,11,9,10,8
396505aaf67c46b9ec1a6818d8fb9af6,38,"Alle richieste di informazioni ed ai reclami pervenuti per iscritto il tempo massimo di risposta è pari a 2 giorni dalla data di ricevimento come risulta dal timbro postale o dal protocollo aziendale nel caso di consegna a mano. Per richieste attinenti problemi che richiedono maggiori approfondimenti e/o la cui soluzione non dipenda unicamente dal soggetto gestore, il termine d 2 giorni può essere prorogato con apposita comunicazione motivata con la quale l'utente viene informato anche sullo stato di avanzamento della pratica.","Al termine massimo di risposta per iscritto, il tempo massimo di risposta è di 2 giorni dalla data in cui iscritto e il protocollo aziendale ha ricevuto il timbro postale o il protocollo aziendale se vengono consegnati. Se i problemi richiedono più attenzione o una soluzione non soddisfano la legge, il tempo massimo di risposta viene prorogato con una comunicazione motivata con cui l'utente informa e sul progresso della pratica.",71,75,359,363,148,51,46,2,0,21,11,1,0,2,10,2,0,6,12,0,4,0,4,2,7,4,71.83098591549296,46.88732394366197,35.00704225352112,0.5633802816901409,65,55,9,9,76.8940269947052,217,20,41,18,27
396505aaf67c46b9ec1a6818d8fb9af6,39,I reclami pervenuti vengono classificati per tipologia su supporto informatico. I dati vengono elaborati per formare statistiche e monitorare i disservizi al fine di porre le conseguenti azioni correttive.,"I reclami vengono analizzati per tipo su supporto informatico. I dati vengono raccolti per fare statistiche e controllare i problemi per correggere eventuali problemi, assicurando che vengano risolti.",28,31,170,173,71,23,21,2,0,7,10,0,0,0,3,0,0,2,4,0,3,0,1,1,4,6,82.14285714285714,49.714285714285715,27.178571428571445,0.6785714285714286,27,24,2,2,74.67376589775085,88,13,15,12,10
396505aaf67c46b9ec1a6818d8fb9af6,40,"Il soggetto gestore assicura una continua e completa informazione ai cittadini circa le modalità di prestazione di servizi, il miglior utilizzo degli stessi ed ogni altra iniziativa promossa dallo stesso.","Il gestore fornisce un avviso alle persone di come lavorare, come utilizzare le misure e fare diversi eventi con cui partecipano.",21,23,107,109,48,20,19,1,0,5,5,0,0,0,4,1,0,0,3,0,2,0,1,2,5,0,95.23809523809523,52.333333333333336,36.428571428571416,0.47619047619047616,20,18,2,2,53.80529165267944,123,16,24,15,21
396505aaf67c46b9ec1a6818d8fb9af6,41,"Gli strumenti di informazione utilizzati sono i seguenti:
- campagne informative e promozionali, realizzate per l'avvio o l'estensione di servizi e per la sensibilizzazione dei clienti alla corretta fruizione del servizio;
- materiale informativo consegnato ai cittadini-utenti;
- comunicati stampa;
- incontri con i cittadini o loro rappresentanti territoriali;
- punti di informazione in occasione di eventi particolarmente frequentati;
- educazione ambientale nelle scuole",Le informazioni usate includono:<unk>- campagne informative e promozionali per iniziare o estendere servizi e sensibilizzare i clienti sull'uso corretto dell'uso del servizio;<unk>- materiale informativo che viene consegnato ai cittadini che frequentano il servizio;<unk>- comunicati stampa;<unk>- incontri con i cittadini o gli rappresentanti territoriali;<unk>- punti di informazioni sulle escursioni con i cittadini o i loro rappresentanti territoriali;<unk>- educazione ambientale nelle scuole nei scuole.,64,65,447,448,176,48,41,1,0,20,7,1,0,0,9,2,0,7,13,0,1,0,5,0,5,2,75.0,23.84375,-36.75,0.53125,47,40,8,6,87.05777525901794,203,27,27,15,22
396505aaf67c46b9ec1a6818d8fb9af6,42,"Il soggetto gestore si impegna ad assicurare chiarezza e comprensibilità di tutto ciò che viene segnalato all'utente adottando un linguaggio facile e accessibile. Il soggetto gestore effettua inoltre un sondaggio per accertare l'efficacia delle informazioni e delle comunicazioni inoltrate e per recepire eventuali ulteriori esigenze dell'utente, e il relativo grado di soddisfazione.",Il gestore si impegna a assicurare che tutti i dati vengono letti correttamente e comprensibili in modo chiaro e facile. Si occupa anche di controllare se le informazioni e le comunicazioni inviate siano utili e che i risultati siano soddisfatti.,40,42,205,207,91,33,30,2,0,6,8,0,0,2,6,2,0,6,3,0,2,0,4,3,6,2,82.5,52.75,38.125,0.55,39,35,4,6,72.61104583740234,199,25,37,24,29
396505aaf67c46b9ec1a6818d8fb9af6,43,Tutto il personale del soggetto gestore è impegnato a soddisfare le richieste degli Utenti ed a migliorare il livello qualitativo del servizio.,Il responsabile del servizio si impegna a rispondere alle richieste degli utenti e a migliorare il aspetto del servizio.,19,20,101,102,41,16,14,1,0,6,3,0,0,0,2,1,0,0,6,0,1,0,1,0,3,0,84.21052631578947,51.63157894736842,46.73684210526315,0.47368421052631576,15,15,0,3,70.52618861198425,49,9,12,8,10
396505aaf67c46b9ec1a6818d8fb9af6,44,Il soggetto gestore cura la formazione del personale affinché adotti verso gli Utenti comportamenti professionali che facilitino la comunicazione. Il personale è tenuto a rivolgersi ai cittadini con rispetto e cortesia e ad agevolarli nell'esercizio dei diritti e nell'adempimento degli obblighi.,Il responsabile si occupa di formare i dipendenti per dare informazioni facili per comunicare bene e aiutare loro a esercitare i loro diritti. Il personale deve essere curato e gentile con tutti i cittadini e incoraggiarli a svolgere i suoi diritti e a adempiere ai loro doveri.,47,49,230,232,106,34,32,2,0,8,12,0,0,1,10,2,0,2,8,0,2,0,4,0,9,3,72.3404255319149,52.829787234042556,35.904255319148945,0.48936170212765956,44,43,1,8,60.626620054244995,169,32,31,30,22
396505aaf67c46b9ec1a6818d8fb9af6,45,I dipendenti sono inoltre tenuti a fornire le proprie generalità sia nei rapporti diretti sia nelle comunicazioni telefoniche.,I dipendenti devono fornire le loro informazioni importanti sia in relazione diretto che con telefono.,15,16,87,88,38,15,14,1,0,4,2,0,0,0,3,1,0,2,2,0,1,0,1,0,2,0,100.0,51.0,26.333333333333314,0.5333333333333333,15,15,0,0,75.9332537651062,62,10,12,10,9
396505aaf67c46b9ec1a6818d8fb9af6,46,Il personale aziendale è munito di tesserino di riconoscimento ed è tenuto ad esibirlo a chiunque ne faccia richiesta.,Il personale aziendale ha un tesserino di riconoscimento e deve anche mostrare il suo tesserino.,15,16,81,82,35,14,13,1,0,4,3,0,0,1,4,0,0,1,1,0,1,0,1,0,3,0,93.33333333333333,55.0,39.333333333333314,0.6,13,11,2,2,84.68357920646667,41,8,12,8,10
